Date,Open,High,Low,Close,Volume
2012-11-27,589.55,590.42,580.1,584.78,19047500
2012-11-28,577.27,585.8,572.26,582.94,18602300
2012-11-29,590.215,594.25,585.25,589.36,18382100
2012-11-30,586.79,588.4,582.68,585.28,13975700
2012-12-03,593.65,594.59,585.5,586.19,13010000
2012-12-04,581.8,581.8,572.13,575.8454,19895300
2012-12-05,568.91,569.25,538.77,538.7923,37308500
2012-12-06,528.94,553.31,518.63,547.2445,42043300
2012-12-07,553.4,555.2,530.0,533.25,28108600
2012-12-10,525.0,538.51,521.58,529.8209,22517300
2012-12-11,539.77,549.56,537.37,541.388,21155200
2012-12-12,547.77,548.0,536.2701,539.0,17398000
2012-12-13,531.15,537.6399,525.8,529.69,22330700
2012-12-14,514.75,518.132,505.58,509.794,36056400
2012-12-17,508.93,520.0,501.23,518.83,27057400
2012-12-18,525.0,534.9,520.25,533.9,22345900
2012-12-19,531.47,533.7,525.5,526.31,16048900
2012-12-20,530.0,530.2,518.88,521.7302,17203200
2012-12-21,512.47,519.67,510.24,519.33,21295300
2012-12-24,520.35,524.25,518.71,520.168,6276900
2012-12-26,519.0,519.46,511.12,512.9995,10801300
2012-12-27,513.54,516.25,504.66,515.06,16254300
2012-12-28,510.29,514.48,508.12,509.5892,12652800
2012-12-31,510.53,535.4,509.0,532.1729,23553300
2013-01-02,553.82,555.0,541.63,549.03,20018500
2013-01-03,547.88,549.67,541.0,542.0959,12605900
2013-01-04,536.965,538.6299,525.8286,527.0,21226200
2013-01-07,522.0,529.3,515.2,523.9,17291300
2013-01-08,529.21,531.89,521.25,525.31,16382400
2013-01-09,522.5,525.0054,515.99,517.1,14557300
2013-01-10,528.55,528.72,515.52,523.51,21469500
2013-01-11,521.0,525.32,519.02,520.3,12518100
2013-01-14,502.68,507.5,498.51,501.75,26221700
2013-01-15,498.3,498.99,483.38,485.92,31313300
2013-01-16,494.64,509.44,492.5,506.09,24671600
2013-01-17,510.31,510.75,502.03,502.68,16202800
2013-01-18,498.516,502.22,496.4,500.0,16890100
2013-01-22,504.56,507.88,496.63,504.77,16483800
2013-01-23,508.81,514.99,504.77,514.005,30768200
2013-01-24,460.0,465.73,450.25,450.5,52173300
2013-01-25,451.69,456.23,435.0,439.88,43143800
2013-01-28,437.825,453.21,435.86,449.83,28054200
2013-01-29,458.5,460.2,452.12,458.27,20398500
2013-01-30,457.0,462.6,454.5,456.83,14898400
2013-01-31,456.98,459.28,454.98,455.49,11404800
2013-02-01,459.11,459.48,448.35,453.62,19267300
2013-02-04,453.91,455.94,442.0,442.316,17039900
2013-02-05,444.05,459.74,442.22,457.844,20476700
2013-02-06,456.47,466.5,452.58,457.35,21203800
2013-02-07,463.25,470.0,454.12,468.22,25163600
2013-02-08,474.0,478.81,468.25,474.98,22612800
2013-02-11,476.5,484.94,473.25,479.93,18481800
2013-02-12,479.51,482.38,467.744,467.9,21751900
2013-02-13,467.21,473.64,463.22,467.01,16971700
2013-02-14,464.5199,471.64,464.02,466.59,12688400
2013-02-15,468.85,470.16,459.92,460.16,13990900
2013-02-19,461.1,462.73,453.85,459.99,15563700
2013-02-20,457.69,457.69,448.8,448.85,17010800
2013-02-21,446.0,449.17,442.82,446.06,15970800
2013-02-22,449.25,451.6,446.6,450.81,11809100
2013-02-25,453.85,455.12,442.57,442.8,13306400
2013-02-26,443.82,451.54,437.66,448.97,17910700
2013-02-27,448.43,452.44,440.65,444.57,20976800
2013-02-28,444.05,447.87,441.4,441.4,11518400
2013-03-01,438.0,438.1799,429.98,430.47,19730300
2013-03-04,427.8,428.1999,419.0,420.05,20812700
2013-03-05,421.48,435.19,420.75,431.144,22801200
2013-03-06,434.51,435.25,424.43,425.662,16437500
2013-03-07,424.5,432.01,421.06,430.582,16731200
2013-03-08,429.8,435.43,428.61,431.72,13981500
2013-03-11,429.7499,439.01,425.14,437.87,16937000
2013-03-12,435.6,438.88,427.57,428.43,16639700
2013-03-13,428.45,434.5,425.36,428.35,14483900
2013-03-14,432.83,434.64,430.45,432.5,10852700
2013-03-15,437.93,444.23,437.25,443.66,22998600
2013-03-18,441.45,457.46,441.2,455.72,21649900
2013-03-19,459.5,460.97,448.5,454.49,18813400
2013-03-20,457.42,457.63,449.59,452.08,11023600
2013-03-21,450.22,457.98,450.1,452.73,13687700
2013-03-22,454.58,462.1,453.11,461.91,14110900
2013-03-25,464.69,469.95,461.78,463.58,17897700
2013-03-26,465.44,465.8399,460.53,461.136,10510500
2013-03-27,456.46,456.8,450.7301,452.08,11829900
2013-03-28,449.82,451.819,441.62,442.66,15815700
2013-04-01,441.9,443.698,427.74,428.91,13919000
2013-04-02,427.6,438.14,426.4,429.792,18911400
2013-04-03,431.37,437.28,430.31,431.99,12972000
2013-04-04,433.76,435.0,425.25,427.72,12801700
2013-04-05,424.5,424.95,419.68,423.2,13703400
2013-04-08,424.85,427.5,422.49,426.21,10743900
2013-04-09,426.36,428.5,422.75,426.98,10950500
2013-04-10,428.1,437.06,426.01,435.69,13426000
2013-04-11,433.72,437.99,431.2,434.33,11727300
2013-04-12,434.15,434.15,429.09,429.8,8521900
2013-04-15,427.0,427.89,419.55,419.85,11340000
2013-04-16,421.57,426.61,420.57,426.24,10920400
2013-04-17,420.27,420.6,398.11,402.8,33752000
2013-04-18,404.99,405.79,389.742,392.05,23796400
2013-04-19,387.97,399.6,385.1,390.53,21759800
2013-04-22,392.64,402.2,391.275,398.67,15354300
2013-04-23,403.99,408.381,398.81,406.13,23722800
2013-04-24,393.54,415.25,392.5,405.462,34630400
2013-04-25,411.225,413.94,407.0,408.38,13744200
2013-04-26,409.81,418.769,408.25,417.205,27289200
2013-04-29,420.45,433.617,420.0,430.12,22868800
2013-04-30,435.1,445.25,432.07,442.78,24697800
2013-05-01,444.46,444.93,434.39,439.29,18103900
2013-05-02,441.78,448.59,440.63,445.52,15065300
2013-05-03,451.31,453.23,449.15,449.98,12903600
2013-05-06,455.71,462.2,454.31,460.71,17737200
2013-05-07,464.97,465.75,453.7,458.658,17276900
2013-05-08,459.04,465.37,455.81,463.84,16878500
2013-05-09,459.81,463.0,455.58,456.77,14231700
2013-05-10,457.97,459.71,450.48,452.97,11959000
2013-05-13,451.51,457.9,451.5,454.74,11319600
2013-05-14,453.85,455.2,442.15,443.86,15968500
2013-05-15,439.16,441.0,422.36,428.85,26486200
2013-05-16,423.24,437.85,418.9,434.578,21543000
2013-05-17,439.05,440.09,431.01,433.26,15282300
2013-05-20,431.91,445.8,430.1,442.93,16127800
2013-05-21,438.15,445.48,434.2,439.66,16286500
2013-05-22,444.05,448.3499,438.22,441.354,15822800
2013-05-23,435.95,446.16,435.79,442.14,12607900
2013-05-24,440.85,445.66,440.36,445.15,9863100
2013-05-28,449.9,451.11,440.85,441.439,13790900
2013-05-29,440.0,447.5,439.4,444.95,11806300
2013-05-30,445.65,454.5,444.51,451.58,12625700
2013-05-31,452.5,457.1,449.5,449.735,13725100
2013-06-03,450.73,452.36,442.48,450.72,13298300
2013-06-04,453.22,454.43,447.39,449.31,10454600
2013-06-05,445.65,450.72,443.71,445.11,10378200
2013-06-06,445.47,447.0,434.05,438.46,14890500
2013-06-07,436.5,443.24,432.77,441.811,14447700
2013-06-10,444.73,449.079,436.8,438.89,16076900
2013-06-11,435.74,442.7599,433.32,437.6,10218300
2013-06-12,439.5,441.25,431.5,432.19,9472400
2013-06-13,432.5,437.14,428.75,435.965,10208300
2013-06-14,435.4,436.29,428.5,430.05,9709500
2013-06-17,431.44,435.7,430.3615,432.0,9264800
2013-06-18,431.56,434.9,430.21,431.77,6965200
2013-06-19,431.4,431.66,423.0,423.0,11105000
2013-06-20,419.3,425.98,415.17,416.838,12761100
2013-06-21,418.49,420.0,408.1001,413.5,17182800
2013-06-24,407.4,408.66,398.05,402.54,17169500
2013-06-25,405.7,407.79,398.83,402.63,11220100
2013-06-26,403.9,404.79,395.66,398.07,13133000
2013-06-27,399.25,401.39,393.54,393.78,12044500
2013-06-28,391.36,400.27,388.87,396.53,20661300
2013-07-01,402.69,412.27,401.22,409.22,13966200
2013-07-02,409.96,421.63,409.47,418.49,16780900
2013-07-03,420.86,422.98,417.45,420.8,8604600
2013-07-05,420.39,423.29,415.35,417.42,9786600
2013-07-08,420.11,421.0,410.65,415.05,10647800
2013-07-09,413.6,423.5,410.38,422.35,12592300
2013-07-10,419.6,424.8,418.25,420.73,10050200
2013-07-11,422.95,428.25,421.1701,427.288,11653300
2013-07-12,427.65,429.79,423.41,426.51,9984400
2013-07-15,425.01,431.46,424.8,427.44,8639900
2013-07-16,426.52,430.71,424.17,430.195,7733500
2013-07-17,429.7,432.22,428.22,430.31,7106800
2013-07-18,433.38,434.87,430.61,431.758,7817100
2013-07-19,433.1,433.98,424.35,424.95,9597200
2013-07-22,429.46,429.75,425.468,426.31,7421300
2013-07-23,426.0,426.96,418.71,418.99,13192700
2013-07-24,438.93,444.59,435.26,440.51,21140600
2013-07-25,440.7,441.4,435.81,438.5,8196200
2013-07-26,435.3,441.04,434.34,440.99,7148300
2013-07-29,440.8,449.99,440.2,447.79,8859200
2013-07-30,449.96,457.15,449.23,453.32,11050800
2013-07-31,454.99,457.3425,449.43,452.53,11534200
2013-08-01,455.7527,456.8,453.26,456.676,7366100
2013-08-02,458.01,462.85,456.66,462.54,9813700
2013-08-05,464.69,470.67,462.15,469.45,11387700
2013-08-06,468.02,471.89,462.17,465.25,11959200
2013-08-07,463.8,467.0,461.77,464.98,10673500
2013-08-08,463.855,464.1,457.95,461.01,9134900
2013-08-09,458.64,460.46,453.65,454.45,9530900
2013-08-12,456.86,468.65,456.63,467.36,13015500
2013-08-13,470.94,494.66,468.05,489.57,31497900
2013-08-14,497.88,504.25,493.4,498.5,27013300
2013-08-15,496.42,502.399,489.0833,497.91,17510500
2013-08-16,500.15,502.94,498.86,502.33,12939500
2013-08-19,504.34,513.74,504.0,507.74,18232800
2013-08-20,509.71,510.57,500.82,501.07,12810300
2013-08-21,503.59,507.15,501.2,502.36,11995700
2013-08-22,504.98,505.59,498.2,502.96,8721700
2013-08-23,503.27,503.35,499.35,501.02,7954700
2013-08-26,500.75,510.2,500.5,502.97,11820200
2013-08-27,498.0,502.51,486.3,488.59,15149600
2013-08-28,486.0,495.8,486.0,490.896,10986000
2013-08-29,491.65,496.5,491.13,491.7,8559200
2013-08-30,492.0,492.95,486.5,487.216,9724900
2013-09-03,493.1,500.6,487.35,488.58,11854600
2013-09-04,499.56,502.24,496.28,498.691,12322600
2013-09-05,500.25,500.68,493.64,495.27,8441700
2013-09-06,498.44,499.38,489.95,498.22,12840200
2013-09-09,505.0,507.92,503.48,506.17,12167400
2013-09-10,506.2,507.45,489.5,494.64,26542700
2013-09-11,467.0101,473.69,464.81,467.71,32096300
2013-09-12,468.5,475.4,466.01,472.69,14430400
2013-09-13,469.3402,471.8292,464.7,464.9,10672700
2013-09-16,461.0,461.6099,447.22,450.12,19418100
2013-09-17,447.96,459.71,447.5,455.32,14263600
2013-09-18,463.18,466.35,460.66,464.68,16316500
2013-09-19,470.7,475.83,469.25,472.3,14447900
2013-09-20,478.0,478.55,466.0,467.41,24975100
2013-09-23,496.1,496.91,482.6,490.64,27218100
2013-09-24,494.88,495.47,487.82,489.1,13012300
2013-09-25,489.2,489.64,481.4301,481.53,11319900
2013-09-26,486.0,488.56,483.9,486.22,8472200
2013-09-27,483.78,484.67,480.72,482.75,8144300
2013-09-30,477.25,481.66,474.411,476.75,9291300
2013-10-01,478.45,489.14,478.381,487.96,12638700
2013-10-02,485.63,491.8,483.75,489.56,10328000
2013-10-03,490.51,492.35,480.7387,483.41,11526900
2013-10-04,483.86,484.6,478.6,483.03,9245300
2013-10-07,486.56,492.65,485.35,487.75,11153300
2013-10-08,489.94,490.64,480.54,480.94,10389900
2013-10-09,484.64,487.79,478.28,486.588,10775900
2013-10-10,491.32,492.38,487.04,489.638,9950100
2013-10-11,486.99,493.84,485.16,492.812,9562100
2013-10-14,489.83,497.58,489.35,496.04,9353500
2013-10-15,497.505,502.0,495.52,498.68,11431200
2013-10-16,500.79,502.53,499.23,501.114,8967900
2013-10-17,499.98,504.78,499.68,504.5,9056900
2013-10-18,505.99,509.26,505.71,508.89,10376500
2013-10-21,511.77,524.3,511.52,521.362,14218100
2013-10-22,526.405,528.4496,508.03,519.8675,19073700
2013-10-23,519.0,525.67,519.0,524.96,11204400
2013-10-24,525.0,532.47,522.45,531.91,13741600
2013-10-25,531.315,533.23,525.11,525.958,12064000
2013-10-28,529.04,531.0,523.21,529.876,19658600
2013-10-29,536.27,539.25,514.54,516.678,22707400
2013-10-30,519.61,527.52,517.02,524.896,12648700
2013-10-31,525.0,527.49,521.27,522.702,9846300
2013-11-01,524.02,524.8,515.84,520.03,9817500
2013-11-04,521.1,526.82,518.81,526.75,8736700
2013-11-05,524.58,528.885,523.0,525.449,9471900
2013-11-06,524.15,524.86,518.2,520.92,7977700
2013-11-07,519.58,523.19,512.38,512.492,9379300
2013-11-08,514.58,521.13,512.59,520.56,9975600
2013-11-11,519.99,521.67,514.41,519.048,8123300
2013-11-12,517.67,523.92,517.0,520.01,7295600
2013-11-13,518.0,522.25,516.96,520.634,7043600
2013-11-14,522.81,529.28,521.87,528.16,10086400
2013-11-15,526.58,529.09,524.49,524.991,11354300
2013-11-18,524.99,527.19,518.2,518.629,8748000
2013-11-19,519.03,523.38,517.97,519.55,7462100
2013-11-20,519.23,520.42,514.33,515.0,6925600
2013-11-21,517.6,521.21,513.67,521.136,9358100
2013-11-22,519.52,522.16,518.53,519.8,7990200
2013-11-25,521.02,525.87,521.0,523.74,8189700
2013-11-26,524.12,536.14,524.0,533.4,14335100
2013-11-27,536.3098,546.0,533.4,545.96,12980300
2013-11-29,549.48,558.33,547.81,556.07,11361700
2013-12-02,558.0,564.3299,550.82,551.23,16876600
2013-12-03,558.3,566.38,557.68,566.322,16106000
2013-12-04,565.5,569.19,560.82,565.0,13493200
2013-12-05,572.65,575.1358,566.41,567.901,15985000
2013-12-06,565.79,566.75,559.57,560.02,12298300
2013-12-09,560.9001,569.58,560.9001,566.43,11446200
2013-12-10,563.58,567.88,561.2,565.55,9938200
2013-12-11,567.0,570.97,559.69,561.36,12847100
2013-12-12,562.1415,565.34,560.03,560.54,9367500
2013-12-13,562.85,562.88,553.67,554.43,11886500
2013-12-16,555.02,562.6389,555.01,557.5,10092600
2013-12-17,555.81,559.44,553.375,554.99,8210800
2013-12-18,549.7,551.45,538.8,550.77,20209400
2013-12-19,549.5,550.0,543.7301,544.46,11439600
2013-12-20,545.43,551.61,544.8175,549.02,15586200
2013-12-23,568.0,570.72,562.76,570.09,17903800
2013-12-24,569.89,571.88,566.03,567.67,5984100
2013-12-26,568.1,569.5,563.376,563.9,7286000
2013-12-27,563.82,564.41,559.5,560.09,8067300
2013-12-30,557.46,560.09,552.321,554.52,9058200
2013-12-31,554.17,561.28,554.0,561.02,7967300
2014-01-02,555.68,557.03,552.021,553.13,8381600
2014-01-03,552.86,553.7,540.43,540.98,14016700
2014-01-06,537.45,546.8,533.6,543.93,14736100
2014-01-07,544.32,545.96,537.925,540.0375,11328900
2014-01-08,538.81,545.56,538.69,543.46,9233200
2014-01-09,546.8,546.86,535.3501,536.519,9969600
2014-01-10,539.83,540.8,531.11,532.94,10892000
2014-01-13,529.91,542.5,529.88,535.73,13517600
2014-01-14,538.22,546.73,537.66,546.39,11877200
2014-01-15,553.52,560.2,551.66,557.36,13987100
2014-01-16,554.9,556.85,551.68,554.25,8188500
2014-01-17,551.48,552.07,539.9,540.67,15240700
2014-01-21,540.99,550.07,540.42,549.07,11733100
2014-01-22,550.9147,557.29,547.81,551.51,13570900
2014-01-23,549.94,556.5,544.8064,556.18,14401400
2014-01-24,554.0,555.62,544.75,546.07,15334100
2014-01-27,550.07,554.8,545.75,550.5,19817100
2014-01-28,508.76,515.0,502.07,506.5,38054400
2014-01-29,503.95,507.37,498.62,500.75,17957500
2014-01-30,502.54,506.5,496.7,499.782,24232200
2014-01-31,495.18,501.53,493.55,500.6,16599900
2014-02-03,502.61,507.73,499.3,501.53,14338000
2014-02-04,505.85,509.46,502.76,508.79,13452900
2014-02-05,506.56,515.28,506.2519,512.59,11726600
2014-02-06,510.06,513.5,507.81,512.51,9205900
2014-02-07,521.38,522.9299,517.38,519.68,13224300
2014-02-10,518.66,531.99,518.0,528.99,12341400
2014-02-11,530.61,537.75,529.5,535.96,10080600
2014-02-12,536.95,539.56,533.24,535.92,11003600
2014-02-13,534.66,544.85,534.2,544.43,10978500
2014-02-14,542.47,545.9799,541.21,543.99,9747300
2014-02-18,546.0,551.19,545.61,545.99,9294700
2014-02-19,544.75,546.89,534.35,537.37,11206000
2014-02-20,532.99,537.0,529.0,531.15,10923500
2014-02-21,532.7927,534.57,524.6,525.25,9956600
2014-02-24,523.15,529.9199,522.42,527.55,10318200
2014-02-25,529.38,529.565,521.0,522.06,8284000
2014-02-26,523.61,525.0,515.6,517.35,9864900
2014-02-27,517.14,528.78,516.05,527.67,10781500
2014-02-28,529.08,532.75,522.12,526.24,13284600
2014-03-03,523.42,530.65,522.81,527.76,8527900
2014-03-04,531.0,532.64,527.77,531.24,9255000
2014-03-05,530.92,534.75,529.13,532.36,7145100
2014-03-06,532.79,534.4399,528.1,530.75,6624600
2014-03-07,531.09,531.98,526.05,530.44,7883200
2014-03-10,528.36,533.33,528.3391,530.92,6378000
2014-03-11,535.45,538.74,532.59,536.09,9972300
2014-03-12,534.51,537.35,532.0,536.61,7118800
2014-03-13,537.44,539.66,529.16,530.65,9205100
2014-03-14,528.79,530.89,523.0,524.69,8471400
2014-03-17,527.7,529.97,525.85,526.74,7126600
2014-03-18,525.9,531.97,525.2001,531.4,7487400
2014-03-19,532.26,536.24,529.0,531.26,8027000
2014-03-20,529.89,532.67,527.35,528.7,7442800
2014-03-21,531.93,533.75,526.33,532.87,13358800
2014-03-24,538.42,540.5,535.06,539.19,12703600
2014-03-25,541.5,545.75,539.59,544.99,10081900
2014-03-26,546.52,549.0,538.86,539.78,10706000
2014-03-27,540.015,541.5,535.1201,537.46,7929700
2014-03-28,538.32,538.9399,534.25,536.86,7163000
2014-03-31,539.23,540.81,535.93,536.74,6023900
2014-04-01,537.76,541.87,536.77,541.65,7170000
2014-04-02,542.38,543.48,540.26,542.55,6443600
2014-04-03,541.39,542.5,537.64,538.79,5798000
2014-04-04,539.81,540.0,530.58,531.82,9830400
2014-04-07,528.02,530.9,521.89,523.47,10351800
2014-04-08,525.19,526.12,518.7001,523.44,8710300
2014-04-09,522.64,530.49,522.02,530.32,7363200
2014-04-10,530.68,532.24,523.17,523.48,8559000
2014-04-11,519.0,522.83,517.14,519.61,9704200
2014-04-14,521.9,522.16,517.21,521.68,7345500
2014-04-15,520.27,521.64,511.33,517.9599,9517500
2014-04-16,518.05,521.09,514.1354,519.01,7670200
2014-04-17,520.0,527.76,519.2,524.94,10154800
2014-04-21,525.34,532.14,523.96,531.17,6519600
2014-04-22,528.31,531.826,526.501,531.699,7234400
2014-04-23,529.06,531.13,524.45,524.75,14105000
2014-04-24,568.21,570.0,560.73,567.77,27139700
2014-04-25,564.53,571.99,563.96,571.94,13938400
2014-04-28,572.8,595.75,572.55,594.09,23910200
2014-04-29,593.74,595.98,589.51,592.33,12049200
2014-04-30,592.64,599.43,589.8,590.09,16308600
2014-05-01,592.0,594.8,586.36,591.48,8716000
2014-05-02,592.34,594.2,589.71,592.58,6839800
2014-05-05,590.14,601.0,590.0,600.96,10252400
2014-05-06,601.8,604.4099,594.41,594.41,13377300
2014-05-07,595.25,597.29,587.73,592.33,10102300
2014-05-08,588.25,594.41,586.4,587.99,8224900
2014-05-09,584.54,586.25,580.33,585.5425,10414200
2014-05-12,587.49,593.66,587.4,592.83,7614600
2014-05-13,592.0,594.54,590.7,593.76,5704900
2014-05-14,592.43,597.4,591.74,593.87,5943000
2014-05-15,594.7,596.6,588.04,588.82,8244500
2014-05-16,588.63,597.53,585.4,597.51,9866300
2014-05-19,597.85,607.33,597.33,604.59,11348400
2014-05-20,604.51,606.4,600.73,604.71,8387000
2014-05-21,603.83,606.7,602.06,606.31,7030700
2014-05-22,606.6,609.85,604.1,607.27,7170000
2014-05-23,607.25,614.7293,606.47,614.13,8293200
2014-05-27,615.88,625.86,615.63,625.63,12459500
2014-05-28,626.02,629.83,623.78,624.01,11267200
2014-05-29,627.85,636.87,627.77,635.38,13445500
2014-05-30,637.98,644.17,628.9,633.0,20143600
2014-06-02,633.96,634.83,622.5,628.65,13191100
2014-06-03,628.46,638.74,628.25,637.54,10453900
2014-06-04,637.44,647.89,636.11,644.82,11981500
2014-06-05,646.2,649.3699,642.61,647.35,10850200
